,OtherPay
117753,264.05
117754,12435.6
117755,15382.8
117756,854.92
117757,7608.03
117758,4312.0
117759,2816.65
117760,5250.59
117761,3251.0
117762,260.18
117763,0.0
117764,2799.99
117765,5155.09
117766,0.0
117767,0.0
117768,8007.52
117769,1965.04
117770,0.0
117771,16408.16
117772,4040.77
117773,2041.21
117774,819.72
117775,4878.2
117776,7585.75
117777,2322.5
117778,15757.38
117779,11229.35
117780,4761.58
117781,7199.67
117782,5289.46
117783,21076.64
117784,13640.43
117785,4995.0
117786,5089.05
117787,16682.13
117788,6334.44
117789,11482.68
117790,2661.57
117791,1065.91
117792,9097.75
117793,3393.33
117794,7895.54
117795,4551.17
117796,8773.18
117797,10375.0
117798,5592.13
117799,4587.78
117800,13289.02
117801,4346.29
117802,12579.83
117803,0.0
117804,0.0
117805,9670.37
117806,3792.94
117807,5794.59
117808,681.06
117809,1258.44
117810,13289.43
117811,821.52
117812,5245.07
117813,8844.6
117814,250.0
117815,16603.73
117816,15482.36
117817,3690.53
117818,7004.04
117819,6803.66
117820,15815.25
117821,2847.35
117822,14300.96
117823,0.0
117824,5071.15
117825,9460.44
117826,0.0
117827,3953.95
117828,7365.95
117829,5336.62
117830,24923.17
117831,0.0
117832,250.0
117833,500.0
117834,1884.26
117835,699.03
117836,9847.29
117837,6724.14
117838,8306.38
117839,4964.97
117840,5403.49
117841,5281.54
117842,3063.64
117843,4277.64
117844,0.0
117845,13303.98
117846,4183.47
117847,7502.73
117848,979.08
117849,16141.46
117850,11173.75
117851,4618.81
117852,7739.05
117853,8397.5
117854,2725.98
117855,15270.26
117856,3575.68
117857,4988.45
117858,0.0
117859,1085.75
117860,5458.35
117861,0.0
117862,0.0
117863,9007.83
117864,0.0
117865,5231.28
117866,10955.68
117867,0.0
117868,13340.86
117869,6814.12
117870,713.33
117871,1876.21
117872,250.0
117873,7324.68
117874,14078.65
117875,16333.2
117876,499.25
117877,11910.77
117878,5428.44
117879,19130.13
117880,13417.98
117881,2904.3
117882,0.0
117883,12025.7
117884,2132.58
117885,2459.49
117886,27863.41
117887,11723.83
117888,0.0
117889,0.0
117890,2078.59
117891,2419.04
117892,20139.33
117893,9602.96
117894,5458.2
117895,0.0
117896,8783.0
117897,6425.48
117898,7943.62
117899,1700.0
117900,27621.52
117901,9986.76
117902,0.0
117903,10835.12
117904,4108.01
117905,4313.36
117906,4641.93
117907,2526.6
117908,12160.24
117909,649.0
117910,7493.42
117911,29206.19
117912,2821.58
117913,0.0
117914,8824.51
117915,15079.8
117916,1131.58
117917,250.0
117918,1997.69
117919,0.0
117920,0.0
117921,0.0
117922,9395.0
117923,6403.44
117924,9714.11
117925,6653.39
117926,64.66
117927,7803.06
117928,7316.16
117929,1243.76
117930,4748.63
117931,10441.17
117932,4744.22
117933,7138.06
117934,8916.71
117935,8142.07
117936,8484.94
117937,811.44
117938,0.0
117939,2050.0
117940,10469.54
117941,0.0
117942,35950.82
117943,15171.46
117944,5808.99
117945,15274.18
117946,2004.78
117947,0.0
117948,12471.7
117949,819.73
117950,3417.42
117951,16.4
117952,6569.3
117953,0.0
117954,11826.88
117955,5379.26
117956,10960.75
117957,4548.68
117958,4559.51
117959,4448.74
117960,5238.76
117961,1312.5
117962,874.0
117963,4017.67
117964,3642.99
117965,1691.07
117966,13556.17
117967,0.0
117968,8031.6
117969,4441.67
117970,7147.35
117971,848.62
117972,0.0
117973,1132.25
117974,4708.2
117975,5458.2
117976,0.0
117977,3144.0
117978,4389.74
117979,2599.62
117980,600.0
117981,4250.0
117982,6120.0
117983,8485.02
117984,5602.15
117985,13222.24
117986,8857.01
117987,12012.63
117988,4757.86
117989,640.0
117990,3647.0
117991,5344.83
117992,0.0
117993,85637.03
117994,4536.08
117995,0.0
117996,0.0
117997,10682.93
117998,600.0
117999,10240.15
118000,986.62
118001,5254.35
118002,7834.64
118003,7124.36
118004,4662.43
118005,10456.46
118006,8484.96
118007,5110.97
118008,14358.96
118009,0.0
118010,833.9
118011,3612.63
118012,14568.96
118013,23929.55
118014,0.0
118015,4268.8
118016,0.0
118017,10302.09
118018,6874.63
118019,2827.9
118020,21608.49
118021,79847.31
118022,4268.98
118023,4680.52
118024,12911.35
118025,2772.27
118026,6682.04
118027,3763.77
118028,9302.9
118029,1928.89
118030,4013.71
118031,4875.5
118032,5631.37
118033,95.2
118034,908.58
118035,3948.53
118036,13268.97
118037,2671.74
118038,1927.88
118039,8379.33
118040,8262.32
118041,6587.25
118042,0.0
118043,0.0
118044,0.0
118045,0.0
118046,5810.44
118047,3914.79
118048,5483.3
118049,7688.46
118050,5925.61
118051,4750.04
118052,3961.17
118053,3738.0
118054,1134.66
118055,0.0
118056,7829.8
118057,2833.58
118058,13443.23
118059,5458.2
118060,9685.48
118061,2358.98
118062,17404.54
118063,0.0
118064,1250.0
118065,2579.1
118066,6405.83
118067,0.0
118068,600.0
118069,0.0
118070,2183.24
118071,0.0
118072,6481.3
118073,3715.96
118074,819.88
118075,230.0
118076,3707.19
118077,1963.15
118078,12394.05
118079,854.06
118080,8930.98
118081,1484.14
118082,0.0
118083,0.0
118084,5321.22
118085,2203.0
118086,5458.21
118087,812.13
118088,0.0
118089,12421.87
118090,4863.26
118091,0.0
118092,1668.82
118093,4673.86
118094,6383.52
118095,3976.68
118096,13906.8
118097,893.3
118098,5019.17
118099,4820.42
118100,2065.7
118101,3656.21
118102,600.0
118103,14770.65
118104,0.0
118105,3069.98
118106,0.0
118107,6644.3
118108,1190.61
118109,5016.71
118110,2235.41
118111,5458.35
118112,5375.56
118113,14747.02
118114,11998.64
118115,2453.28
118116,10603.52
118117,0.0
118118,1776.88
118119,10416.0
118120,0.0
118121,20766.21
118122,2347.32
118123,1384.64
118124,7109.35
118125,819.88
118126,0.0
118127,0.0
118128,0.0
118129,0.0
118130,0.0
118131,1576.5
118132,0.0
118133,1688.48
118134,12528.58
118135,6911.48
118136,1965.72
118137,19877.37
118138,0.0
118139,3298.47
118140,6257.78
118141,3410.76
118142,6684.56
118143,272.78
118144,8639.65
118145,815.94
118146,9545.05
118147,2377.97
118148,6356.38
118149,4145.32
118150,3496.87
118151,7705.74
118152,2378.52
118153,11246.91
118154,0.0
118155,0.0
118156,17060.11
118157,0.0
118158,7323.51
118159,16640.28
118160,1571.34
118161,10606.1
118162,10216.35
118163,0.0
118164,4306.23
118165,2233.79
118166,2256.76
118167,1312.5
118168,15353.46
118169,0.0
118170,14257.37
118171,10086.21
118172,7247.68
118173,8063.05
118174,9682.86
118175,1673.56
118176,0.0
118177,1918.31
118178,5729.0
118179,2183.24
118180,8683.21
118181,43265.0
118182,7070.25
118183,2730.86
118184,15819.2
118185,16656.52
118186,8484.93
118187,735.58
118188,7364.29
118189,4454.69
118190,40.0
118191,5458.18
118192,0.0
118193,8978.0
118194,12578.75
118195,0.0
118196,0.0
118197,0.0
118198,0.0
118199,0.0
118200,0.0
118201,0.0
118202,0.0
118203,0.0
118204,0.0
118205,0.0
118206,13080.44
118207,5807.52
118208,0.0
118209,3995.51
118210,0.0
118211,0.0
118212,17109.73
118213,13194.84
118214,7061.72
118215,1206.76
118216,0.0
118217,1312.5
118218,1312.5
118219,8484.2
118220,9425.17
118221,0.0
118222,4059.08
118223,1204.0
118224,9616.82
118225,0.0
118226,10284.34
118227,0.0
118228,11670.3
118229,19334.47
118230,15108.6
118231,6226.07
118232,527.24
118233,8492.68
118234,0.0
118235,11134.42
118236,423.55
118237,0.0
118238,359.06
118239,6262.79
118240,8076.83
118241,4513.55
118242,5218.21
118243,5458.18
118244,5458.2
118245,14407.21
118246,8327.44
118247,2277.61
118248,3062.48
118249,5458.18
118250,0.0
118251,1312.5
118252,5546.95
118253,2379.66
118254,9775.57
118255,0.0
118256,4101.97
118257,3038.2
118258,0.0
118259,0.0
118260,6482.92
118261,7970.62
118262,2648.22
118263,250.0
118264,9337.7
118265,600.0
118266,4617.85
118267,11310.69
118268,250.0
118269,11874.89
118270,11584.23
118271,2457.83
118272,2111.92
118273,4820.82
118274,10433.85
118275,3355.8
118276,8287.52
118277,6572.03
118278,7101.35
118279,5147.48
118280,14430.43
118281,0.0
118282,8402.04
118283,4556.6
118284,15343.81
118285,7076.2
118286,0.0
118287,1636.73
118288,1178.11
118289,21970.54
118290,9916.41
118291,4402.47
118292,15541.04
118293,5569.37
118294,0.0
118295,0.0
118296,28801.97
118297,73120.22
118298,6781.13
118299,0.0
118300,0.0
118301,5458.2
118302,1874.0
118303,937.5
118304,12222.93
118305,129.85
118306,11246.03
118307,10256.2
118308,5438.07
118309,17759.79
118310,17973.4
118311,0.0
118312,6333.19
118313,1500.0
118314,8664.48
118315,1091.2
118316,14895.69
118317,6587.79
118318,0.0
118319,3812.08
118320,7175.16
118321,0.0
118322,970.0
118323,6.72
118324,0.0
118325,6028.67
118326,0.0
118327,0.0
118328,0.0
118329,0.0
118330,0.0
118331,0.0
118332,0.0
118333,0.0
118334,0.0
118335,0.0
118336,760.14
118337,4237.89
118338,1629.38
118339,2007.67
118340,2590.77
118341,10973.25
118342,1407.74
118343,17963.82
118344,5293.2
118345,10833.06
118346,271.37
118347,0.0
118348,598.76
118349,4581.39
118350,9464.7
118351,13703.45
118352,7311.05
118353,0.0
118354,1455.24
118355,4656.43
118356,2913.53
118357,57369.41
118358,10279.85
118359,0.0
118360,1487.85
118361,4737.87
118362,5139.36
118363,1250.0
118364,5509.8
118365,8468.07
118366,2727.8
118367,0.0
118368,0.0
118369,0.0
118370,0.0
118371,0.0
118372,6359.14
118373,4684.82
118374,15106.55
118375,0.0
118376,40.0
118377,0.0
118378,2693.47
118379,11032.65
118380,16715.46
118381,5173.76
118382,600.0
118383,0.0
118384,10088.87
118385,7644.58
118386,9345.98
118387,0.0
118388,4586.04
118389,0.0
118390,0.0
118391,7505.12
118392,5601.52
118393,1967.59
118394,0.0
118395,0.0
118396,5458.2
118397,12279.84
118398,0.0
118399,14426.21
118400,3534.0
118401,0.0
118402,1460.0
118403,0.0
118404,13015.58
118405,7382.91
118406,0.0
118407,2165.14
118408,5854.08
118409,0.0
118410,3278.23
118411,6574.69
118412,10042.96
118413,11814.32
118414,15621.63
118415,0.0
118416,4884.28
118417,10061.1
118418,9805.57
118419,1130.0
118420,2537.33
118421,13460.91
118422,5458.2
118423,1761.08
118424,9055.0
118425,14644.96
118426,2753.5
118427,0.0
118428,40.0
118429,34.9
118430,600.0
118431,1702.17
118432,16344.47
118433,0.0
118434,0.0
118435,0.0
118436,0.0
118437,0.0
118438,0.0
118439,0.0
118440,0.0
118441,10610.54
118442,600.0
118443,5193.79
118444,0.0
118445,2200.0
118446,2200.0
118447,2200.0
118448,2200.0
118449,2160.0
118450,11197.87
118451,5441.99
118452,12136.02
118453,0.0
118454,5282.46
118455,9270.86
118456,9034.04
118457,1174.9
118458,0.0
118459,5256.97
118460,12202.92
118461,0.0
118462,1250.0
118463,0.0
118464,9194.01
118465,610.0
118466,15787.57
118467,0.0
118468,5335.53
118469,0.0
118470,5220.74
118471,86300.98
118472,8373.91
118473,15132.18
118474,12277.06
118475,79978.47
118476,5716.67
118477,14116.53
118478,13667.58
118479,2200.0
118480,3488.97
118481,5405.45
118482,5266.31
118483,2603.59
118484,2456.08
118485,5458.15
118486,5458.19
118487,5458.19
118488,5458.2
118489,5458.2
118490,5458.17
118491,5458.18
118492,5243.28
118493,9288.45
118494,0.0
118495,0.0
118496,14713.23
118497,2098.66
118498,8498.02
118499,4044.6
118500,2051.16
118501,8543.31
118502,1353.61
118503,0.0
118504,0.0
118505,0.0
118506,7882.64
118507,1000.0
118508,0.0
118509,874.01
118510,10837.32
118511,5854.13
118512,0.0
118513,15332.08
118514,12536.37
118515,2989.58
118516,15799.96
118517,5537.3
118518,1312.5
118519,1312.5
118520,1312.5
118521,1312.5
118522,4140.0
118523,0.0
118524,1220.0
118525,6548.21
118526,0.0
118527,10399.29
118528,13139.46
118529,651.0
118530,0.0
118531,1603.74
118532,10110.4
118533,9324.36
118534,3111.33
118535,0.0
118536,0.0
118537,0.0
118538,0.0
118539,0.0
118540,0.0
118541,0.0
118542,0.0
118543,0.0
118544,0.0
118545,0.0
118546,0.0
118547,0.0
118548,0.0
118549,0.0
118550,0.0
118551,0.0
118552,0.0
118553,0.0
118554,0.0
118555,0.0
118556,0.0
118557,0.0
118558,0.0
118559,0.0
118560,0.0
118561,0.0
118562,0.0
118563,0.0
118564,0.0
118565,0.0
118566,0.0
118567,0.0
118568,0.0
118569,0.0
118570,0.0
118571,0.0
118572,0.0
118573,0.0
118574,0.0
118575,0.0
118576,0.0
118577,0.0
118578,0.0
118579,0.0
118580,0.0
118581,0.0
118582,0.0
118583,0.0
118584,0.0
118585,0.0
118586,0.0
118587,0.0
118588,0.0
118589,0.0
118590,0.0
118591,0.0
118592,0.0
118593,6877.29
118594,0.0
118595,7426.63
118596,0.0
118597,0.0
118598,1592.9
118599,10444.47
118600,4573.94
118601,10807.11
118602,9784.45
118603,355.89
118604,3486.4
118605,18547.92
118606,5724.78
118607,0.0
118608,588.43
118609,1094.77
118610,0.0
118611,9961.59
118612,1937.27
118613,2430.6
118614,2183.24
118615,6894.99
118616,1131.0
118617,1480.0
118618,1480.0
118619,0.0
118620,0.0
118621,0.0
118622,0.0
118623,6271.82
118624,3820.77
118625,624.0
118626,7909.12
118627,9108.09
118628,0.0
118629,8624.34
118630,9616.88
118631,5469.0
118632,5617.85
118633,2571.57
118634,4872.78
118635,9979.3
118636,2255.4
118637,1579.29
118638,0.0
118639,8295.38
118640,0.0
118641,0.0
118642,0.0
118643,17199.72
118644,7305.3
118645,2401.4
118646,8869.88
118647,12429.06
118648,9721.36
118649,600.0
118650,3098.38
118651,1647.06
118652,13949.31
118653,0.0
118654,5873.66
118655,920.0
118656,4289.76
118657,10185.85
118658,6434.53
118659,0.0
118660,0.0
118661,0.0
118662,6001.95
118663,12455.37
118664,12764.27
118665,7528.9
118666,9445.03
118667,1643.88
118668,8864.25
118669,9073.97
118670,15047.44
118671,644.86
118672,2313.54
118673,0.0
118674,4229.0
118675,0.0
118676,5435.3
118677,8556.47
118678,11352.94
118679,3854.06
118680,0.0
118681,0.0
118682,104386.18
118683,0.0
118684,801.89
118685,0.0
118686,7181.21
118687,5846.51
118688,2426.4
118689,4453.66
118690,0.0
118691,0.0
118692,0.0
118693,3998.23
118694,4067.83
118695,9030.4
118696,7431.9
118697,1312.5
118698,600.0
118699,2291.43
118700,10581.8
118701,5873.32
118702,17206.0
118703,9394.56
118704,6628.8
118705,9543.93
118706,12160.27
118707,4502.44
118708,2188.14
118709,2399.8
118710,0.0
118711,9603.0
118712,600.0
118713,5782.41
118714,6117.09
118715,8843.61
118716,0.0
118717,0.0
118718,100.0
118719,4357.88
118720,17788.42
118721,5989.33
118722,4141.24
118723,9988.39
118724,4366.49
118725,10896.13
118726,4749.72
118727,8133.12
118728,9092.23
118729,3008.43
118730,250.0
118731,250.0
118732,5466.55
118733,8484.97
118734,1944.85
118735,12272.18
118736,1791.02
118737,10493.49
118738,266.72
118739,4058.73
118740,255.78
118741,0.0
118742,3072.85
118743,24885.55
118744,8646.37
118745,1312.5
118746,9302.9
118747,2408.85
118748,0.0
118749,5989.81
118750,1819.72
118751,775.04
118752,9465.96
118753,0.0
118754,8184.24
118755,10100.23
118756,10925.15
118757,471.79
118758,90.0
118759,12908.52
118760,0.0
118761,0.0
118762,0.0
118763,10816.02
118764,9789.23
118765,0.0
118766,8338.08
118767,6506.28
118768,0.0
118769,79.33
118770,72.54
118771,43.43
118772,1465.0
118773,0.0
118774,3134.96
118775,0.0
118776,0.0
118777,0.0
118778,0.0
118779,0.0
118780,0.0
118781,0.0
118782,0.0
118783,0.0
118784,0.0
118785,0.0
118786,0.0
118787,0.0
118788,0.0
118789,0.0
118790,0.0
118791,0.0
118792,0.0
118793,0.0
118794,0.0
118795,0.0
118796,0.0
118797,0.0
118798,0.0
118799,0.0
118800,0.0
118801,0.0
118802,0.0
118803,0.0
118804,0.0
118805,0.0
118806,0.0
118807,0.0
118808,0.0
118809,0.0
118810,0.0
118811,0.0
118812,0.0
118813,0.0
118814,0.0
118815,0.0
118816,0.0
118817,0.0
118818,0.0
118819,0.0
118820,0.0
118821,0.0
118822,0.0
118823,0.0
118824,0.0
118825,0.0
118826,0.0
118827,0.0
118828,0.0
118829,0.0
118830,0.0
118831,0.0
118832,0.0
118833,0.0
118834,0.0
118835,0.0
118836,0.0
118837,0.0
118838,0.0
118839,0.0
118840,0.0
118841,11312.11
118842,796.04
118843,7090.06
118844,1250.0
118845,6126.59
118846,3136.13
118847,0.0
118848,1460.65
118849,0.0
118850,0.0
118851,0.0
118852,2183.24
118853,9108.4
118854,18680.76
118855,7524.99
118856,7256.87
118857,7199.09
118858,0.0
118859,7343.86
118860,6203.96
118861,24455.77
118862,1250.0
118863,9781.95
118864,6601.34
118865,5390.82
118866,7730.95
118867,3952.28
118868,19909.47
118869,1172.47
118870,14929.94
118871,5330.71
118872,12047.63
118873,360.0
118874,5042.09
118875,1370.21
118876,13395.55
118877,15314.53
118878,0.0
118879,0.0
118880,5858.48
118881,1645.66
118882,0.0
118883,3820.77
118884,227.0
118885,4093.41
118886,7857.49
118887,1312.5
118888,6585.74
118889,2359.06
118890,2491.49
118891,10250.08
118892,2422.85
118893,10235.22
118894,6299.55
118895,10204.6
118896,1961.77
118897,4086.68
118898,13948.96
118899,0.0
118900,1276.7
118901,14807.63
118902,6557.51
118903,10848.6
118904,16562.65
118905,0.0
118906,5142.07
118907,1027.74
118908,0.0
118909,0.0
118910,0.0
118911,0.0
118912,8002.35
118913,4967.86
118914,9953.14
118915,0.0
118916,660.0
118917,2086.34
118918,940.0
118919,0.0
118920,7525.16
118921,9064.7
118922,0.0
118923,0.0
118924,0.0
118925,13328.8
118926,12833.04
118927,13181.51
118928,0.0
118929,5631.28
118930,6579.66
118931,7578.69
118932,34673.46
118933,15004.41
118934,1312.5
118935,3865.39
118936,494.0
118937,0.0
118938,12019.08
118939,12946.63
118940,0.0
118941,81492.75
118942,0.0
118943,0.0
118944,0.0
118945,15986.66
118946,7042.67
118947,11784.05
118948,3285.59
118949,2696.3
118950,12168.35
118951,8089.95
118952,4637.65
118953,2538.97
118954,3968.51
118955,0.0
118956,10874.12
118957,1420.0
118958,10410.95
118959,5324.05
118960,1020.0
118961,9763.58
118962,250.0
118963,7668.05
118964,9077.17
118965,4254.9
118966,11717.44
118967,2902.07
118968,0.0
118969,1594.0
118970,5944.41
118971,5944.4
118972,41062.23
118973,3215.91
118974,3844.0
118975,7226.05
118976,3130.5
118977,8355.57
118978,510.0
118979,1312.5
118980,16360.95
118981,8266.4
118982,0.0
118983,5173.9
118984,6885.49
118985,0.0
118986,0.0
118987,4838.0
118988,8436.82
118989,0.0
118990,11865.76
118991,9686.35
118992,250.87
118993,4789.54
118994,10584.03
118995,4242.08
118996,2262.13
118997,8472.6
118998,380.0
118999,14510.14
119000,0.0
119001,3958.74
119002,15021.14
119003,15029.78
119004,750.0
119005,5138.02
119006,4342.03
119007,0.0
119008,0.0
119009,0.0
119010,0.0
119011,5202.09
119012,3507.8
119013,18847.03
119014,7411.55
119015,8125.57
119016,3436.72
119017,3160.04
119018,2903.01
119019,18.0
119020,0.0
119021,0.0
119022,18798.1
119023,3455.1
119024,12326.28
119025,2183.27
119026,15340.04
119027,11912.61
119028,4975.42
119029,2374.67
119030,12226.75
119031,0.0
119032,7499.17
119033,1056.0
119034,6483.47
119035,4640.0
119036,65667.18
119037,9711.86
119038,1266.4
119039,225.0
119040,2880.42
119041,484.13
119042,0.0
119043,7320.72
119044,1644.0
119045,2627.24
119046,0.0
119047,9480.71
119048,7832.98
119049,2907.13
119050,1160.7
119051,3200.0
119052,19021.38
119053,0.0
119054,2180.9
119055,0.0
119056,0.0
119057,0.0
119058,9517.01
119059,5320.41
119060,5320.41
119061,0.0
119062,0.0
119063,0.0
119064,6712.07
119065,620.0
119066,0.0
119067,1917.09
119068,3061.94
119069,769.57
119070,0.0
119071,9226.1
119072,0.0
119073,850.0
119074,4577.49
119075,6886.23
119076,0.0
119077,1989.0
119078,0.0
119079,1935.0
119080,7662.23
119081,14490.23
119082,0.0
119083,560.0
119084,2183.24
119085,4187.85
119086,0.0
119087,17101.52
119088,110.0
119089,0.0
119090,15290.32
119091,5335.77
119092,0.0
119093,5528.96
119094,0.0
119095,11310.64
119096,372.94
119097,2210.0
119098,6024.06
119099,1442.21
119100,8040.95
119101,0.0
119102,0.0
119103,20542.27
119104,9217.94
119105,1312.5
119106,1739.15
119107,0.0
119108,0.0
119109,0.0
119110,0.0
119111,16954.36
119112,0.0
119113,600.0
119114,0.0
119115,16639.76
119116,6735.01
119117,2231.07
119118,0.0
119119,253.36
119120,7985.08
119121,1312.5
119122,1312.5
119123,1312.5
119124,4917.05
119125,2186.91
119126,8913.14
119127,5026.2
119128,5449.01
119129,15402.01
119130,1020.27
119131,515.23
119132,2183.24
119133,2183.24
119134,2183.24
119135,2183.24
119136,2183.24
119137,2356.13
119138,3016.24
119139,26339.08
119140,18755.78
119141,2438.74
119142,101208.4
119143,8220.89
119144,15773.62
119145,11528.7
119146,6516.51
119147,9331.02
119148,1312.5
119149,1312.5
119150,1141.62
119151,0.0
119152,6115.86
119153,200.0
119154,14508.57
119155,0.0
119156,4238.12
119157,2841.73
119158,2988.38
119159,9856.05
119160,7417.62
119161,0.0
119162,3210.18
119163,1180.0
119164,2380.0
119165,17978.69
119166,7279.4
119167,0.0
119168,6289.55
119169,1816.05
119170,2270.53
119171,1819.55
119172,4688.8
119173,4658.26
119174,6929.78
119175,1002.84
119176,0.0
119177,13844.5
119178,8797.73
119179,5870.42
119180,6989.81
119181,2035.42
119182,0.0
119183,0.0
119184,0.0
119185,0.0
119186,0.0
119187,0.0
119188,0.0
119189,9843.83
119190,0.0
119191,0.0
119192,8738.65
119193,5557.65
119194,6889.92
119195,15679.45
119196,4899.3
119197,6489.27
119198,4435.94
119199,3540.29
119200,682.38
119201,6181.7
119202,5400.58
119203,6036.51
119204,3876.32
119205,2099.19
119206,9204.92
119207,300.04
119208,0.0
119209,600.0
119210,3930.71
119211,0.0
119212,3813.65
119213,4898.38
119214,7973.92
119215,0.0
119216,6643.29
119217,2796.04
119218,0.0
119219,0.0
119220,5454.28
119221,608.39
119222,4794.56
119223,600.0
119224,624.0
119225,11542.05
119226,261.0
119227,885.62
119228,9357.67
119229,7555.57
119230,0.0
119231,14406.27
119232,6968.44
119233,0.0
119234,4218.26
119235,7538.71
119236,10664.25
119237,7768.14
119238,11807.07
119239,8225.88
119240,480.0
119241,3115.6
119242,5650.3
119243,2180.0
119244,0.0
119245,1657.28
119246,9776.83
119247,6809.44
119248,5370.81
119249,8484.92
119250,0.0
119251,675.41
119252,0.0
119253,21088.93
119254,2534.49
119255,7258.3
119256,1519.98
119257,2606.9
119258,12926.78
119259,12233.12
119260,8509.89
119261,6716.75
119262,0.0
119263,1405.06
119264,12122.64
119265,9094.48
119266,0.0
119267,0.0
119268,6104.03
119269,5934.48
119270,13307.38
119271,1187.5
119272,6029.02
119273,6794.02
119274,120.0
119275,0.0
119276,0.0
119277,13439.22
119278,3783.8
119279,2365.64
119280,0.0
119281,12497.24
119282,7210.14
119283,1312.5
119284,0.0
119285,11589.4
119286,8640.18
119287,5200.0
119288,2112.55
119289,9833.23
119290,0.0
119291,3281.02
119292,4347.87
119293,3774.89
119294,3371.7
119295,1312.5
119296,0.0
119297,2299.79
119298,0.0
119299,4798.3
119300,5918.67
119301,12185.15
119302,0.0
119303,6174.3
119304,6174.3
119305,4491.56
119306,5655.82
119307,10821.97
119308,9471.95
119309,7138.78
119310,6145.37
119311,11130.84
119312,8508.3
119313,1312.5
119314,1831.37
119315,20168.47
119316,6123.08
119317,0.0
119318,170.0
119319,336.0
119320,0.0
119321,7115.37
119322,6853.96
119323,6079.26
119324,4249.16
119325,860.0
119326,410.25
119327,0.0
119328,1011.12
119329,0.0
119330,10577.59
119331,2472.03
119332,382.98
119333,0.0
119334,6198.97
119335,1927.93
119336,4749.8
119337,13288.53
119338,2682.13
119339,3446.75
119340,13131.05
119341,0.0
119342,0.0
119343,0.0
119344,0.0
119345,0.0
119346,0.0
119347,0.0
119348,0.0
119349,0.0
119350,0.0
119351,0.0
119352,0.0
119353,8481.02
119354,0.0
119355,0.0
119356,0.0
119357,11877.48
119358,0.0
119359,0.0
119360,12360.22
119361,4504.02
119362,0.0
119363,0.0
119364,12366.49
119365,5157.27
119366,0.0
119367,3416.34
119368,0.0
119369,1312.5
119370,1667.11
119371,5768.1
119372,4589.5
119373,0.0
119374,1741.48
119375,277.19
119376,6601.2
119377,9124.64
119378,17396.3
119379,0.0
119380,0.0
119381,6263.06
119382,0.0
119383,0.0
119384,0.0
119385,0.0
119386,0.0
119387,0.0
119388,0.0
119389,0.0
119390,0.0
119391,0.0
119392,0.0
119393,0.0
119394,0.0
119395,0.0
119396,0.0
119397,0.0
119398,0.0
119399,0.0
119400,0.0
119401,0.0
119402,0.0
119403,5883.08
119404,41003.98
119405,480.0
119406,13177.09
119407,13194.82
119408,7563.92
119409,5883.4
119410,7647.24
119411,13970.49
119412,7065.66
119413,0.0
119414,750.0
119415,7271.23
119416,5818.5
119417,0.0
119418,4127.18
119419,7433.91
119420,3941.88
119421,0.0
119422,13227.57
119423,6634.84
119424,4306.5
119425,0.0
119426,0.0
119427,1922.41
119428,0.0
119429,5532.25
119430,10750.03
119431,4423.85
119432,771.31
119433,0.0
119434,16578.58
119435,629.59
119436,1312.5
119437,1312.5
119438,12835.25
119439,0.0
119440,5548.35
119441,14330.94
119442,9393.25
119443,11558.4
119444,11630.75
119445,5193.47
119446,11116.98
119447,20725.12
119448,0.0
119449,0.0
119450,8188.87
119451,4264.22
119452,8484.92
119453,6567.12
119454,14031.33
119455,24653.89
119456,0.0
119457,1291.45
119458,133.5
119459,6570.68
119460,8497.4
119461,2461.91
119462,13725.69
119463,12759.5
119464,1440.0
119465,5212.17
119466,3449.53
119467,5822.1
119468,10831.75
119469,11353.35
119470,3098.84
119471,0.0
119472,1093.86
119473,0.0
119474,0.0
119475,0.0
119476,0.0
119477,0.0
119478,0.0
119479,0.0
119480,6081.14
119481,1855.9
119482,8114.58
119483,11313.12
119484,1150.0
119485,2374.82
119486,0.0
119487,0.0
119488,1100.0
119489,1100.0
119490,0.0
119491,18074.81
119492,0.0
119493,10730.28
119494,7511.34
119495,2462.67
119496,1000.0
119497,9877.09
119498,5077.18
119499,7275.06
119500,5628.29
119501,5735.88
119502,9296.91
119503,4255.42
119504,0.0
119505,100.0
119506,1464.92
119507,610.0
119508,1460.0
119509,10816.8
119510,8316.94
119511,7544.52
119512,4541.42
119513,6047.88
119514,0.0
119515,7401.25
119516,0.0
119517,907.25
119518,1942.6
119519,9085.31
119520,0.0
119521,6826.2
119522,5071.95
119523,0.0
119524,5479.25
119525,0.0
119526,760.0
119527,10723.2
119528,0.0
119529,10704.8
119530,0.0
119531,574.73
119532,12609.74
119533,0.0
119534,5315.68
119535,9373.28
119536,0.0
119537,0.0
119538,9847.89
119539,5010.71
119540,7999.0
119541,9030.11
119542,9793.34
119543,5208.1
119544,9856.0
119545,0.0
119546,17542.38
119547,0.0
119548,0.0
119549,5177.31
119550,2089.87
119551,633.92
119552,7126.86
119553,2660.2
119554,3788.59
119555,5809.28
119556,0.0
119557,5461.73
119558,0.0
119559,1310.0
119560,10939.28
119561,10464.38
119562,0.0
119563,14130.85
119564,925.25
119565,0.0
119566,2255.58
119567,2521.3
119568,9902.89
119569,5239.14
119570,0.0
119571,13720.09
119572,0.0
119573,0.0
119574,11529.07
119575,960.0
119576,0.0
119577,6037.01
119578,0.0
119579,9579.57
119580,7018.8
119581,1325.0
119582,1639.21
119583,4389.24
