,BasePay
144751,5599.85
144752,7965.5
144753,8021.9
144754,7868.25
144755,7901.8
144756,8004.5
144757,7886.82
144758,8000
144759,7648.73
144760,7998.63
144761,7997.68
144762,7990.41
144763,5311.26
144764,4087.39
144765,4087.39
144766,7900.98
144767,5855.5
144768,7974.33
144769,7973.8
144770,7940.68
144771,0
144772,4810.87
144773,8046.57
144774,6574.35
144775,5509.38
144776,6261.55
144777,5816.98
144778,7948.16
144779,3181.5
144780,8012.59
144781,5844.05
144782,7916.6
144783,7180.2
144784,4087.39
144785,4087.39
144786,7900.7
144787,0
144788,7920.31
144789,3711
144790,7681.99
144791,7901.83
144792,7901.71
144793,5932.77
144794,7895.05
144795,7893.87
144796,7893.45
144797,6324.06
144798,5305.52
144799,7690.8
144800,4087.39
144801,6753.6
144802,6313.99
144803,7860
144804,6142.04
144805,7850.81
144806,7521.36
144807,7846.15
144808,7844.45
144809,7843
144810,7897.1
144811,7836.41
144812,6243.38
144813,7834.05
144814,7833.82
144815,7833.81
144816,0
144817,7825.31
144818,7824.17
144819,6034.39
144820,7822.11
144821,0
144822,7820.29
144823,7751.75
144824,6876.45
144825,5287.5
144826,7806.02
144827,7641.3
144828,7798.7
144829,7797.4
144830,7797.07
144831,6234.9
144832,7792.93
144833,7788.2
144834,7861.05
144835,5766
144836,5791.62
144837,7604.87
144838,7777.66
144839,7776.9
144840,7806.63
144841,7768.46
144842,6234.9
144843,6280.45
144844,7681.26
144845,5428
144846,5146.67
144847,7600
144848,7749.92
144849,6440.67
144850,7157.2
144851,7735.9
144852,7648.93
144853,4889.86
144854,7700
144855,6377.26
144856,7800
144857,7800
144858,6565.95
144859,5144.5
144860,7712.78
144861,7703.81
144862,7693.64
144863,7686.51
144864,4087.39
144865,6796
144866,7668.98
144867,7666.21
144868,7664.88
144869,7538.34
144870,7429.15
144871,7653.81
144872,7652.9
144873,7651.05
144874,7581.81
144875,7642.08
144876,2195.79
144877,7641
144878,4585
144879,7639.95
144880,7639.95
144881,6102.75
144882,6299.9
144883,7639.72
144884,7619.31
144885,5065.63
144886,6943
144887,7626.54
144888,7624.87
144889,3936
144890,6950
144891,7533.17
144892,7496.04
144893,7601.1
144894,7601.1
144895,7511.76
144896,7600
144897,7512.11
144898,7583.53
144899,5367.4
144900,7513.43
144901,7584.86
144902,4612.21
144903,7146.61
144904,7555.77
144905,7378.7
144906,7553.7
144907,7529.14
144908,7552.48
144909,3353
144910,5766.22
144911,7550.2
144912,7549.2
144913,0
144914,7618.93
144915,7373.03
144916,7537.4
144917,0
144918,7534.8
144919,7533.39
144920,6352.5
144921,7222.17
144922,7592.48
144923,7517.16
144924,7094.1
144925,7588.16
144926,7410.29
144927,7512.47
144928,7500.7
144929,5944.35
144930,7436.54
144931,7573.8
144932,7573.62
144933,7491.96
144934,7441.74
144935,7485.32
144936,5563.95
144937,7423.47
144938,7479.13
144939,7470
144940,6796
144941,7540
144942,7419.66
144943,6080.69
144944,5620.69
144945,5169.66
144946,6165.98
144947,7059.14
144948,6834.32
144949,5228
144950,5750.77
144951,7211.95
144952,0
144953,7426
144954,7257.04
144955,7311.2
144956,7231.48
144957,0
144958,7415.6
144959,5154.27
144960,7487.88
144961,7411.14
144962,7406.2
144963,7406.2
144964,6084
144965,7395.14
144966,6725.4
144967,4021.5
144968,4342.2
144969,7391.1
144970,7387.15
144971,7385.86
144972,7385.25
144973,7263.7
144974,7376.69
144975,6090.15
144976,7364.29
144977,6750.83
144978,5241.75
144979,7241.68
144980,7355.4
144981,7354.6
144982,6074.2
144983,5460
144984,7306.78
144985,7314.74
144986,7344.03
144987,5989.65
144988,0
144989,7152.14
144990,7321.55
144991,4793.78
144992,6813.6
144993,5087.76
144994,7221.26
144995,7104.95
144996,7115.5
144997,0
144998,762.24
144999,4463.43
145000,7182.67
145001,7301.73
145002,5482.51
145003,5781.03
145004,6888.63
145005,7194.94
145006,7272.21
145007,0
145008,4830.39
145009,7263.77
145010,7140.95
145011,7195.5
145012,7046.46
145013,6709.75
145014,7229.69
145015,5811.65
145016,7238.29
145017,5096.1
145018,5054
145019,4342.2
145020,5996.82
145021,7207.5
145022,5700.36
145023,7274.93
145024,7087.03
145025,4376.28
145026,7265.74
145027,7176.19
145028,7141.56
145029,6876.84
145030,6203.5
145031,6957.83
145032,7166.75
145033,7237.49
145034,0
145035,6715.8
145036,6507.6
145037,5024.73
145038,7048.96
145039,5395.5
145040,4341.92
145041,6948.5
145042,7044.97
145043,7132.68
145044,7201.56
145045,3616.2
145046,5716.22
145047,7127.25
145048,6619.4
145049,5685.68
145050,7112.8
145051,7112
145052,6912.61
145053,7108.98
145054,7093.69
145055,4991.3
145056,6955.34
145057,5790.3
145058,7090.82
145059,7160
145060,0
145061,7083.64
145062,7082.87
145063,5751.9
145064,6483.23
145065,7114.73
145066,7062.58
145067,6972.91
145068,4314.64
145069,5797
145070,7055.31
145071,7055.01
145072,7048.82
145073,3784.62
145074,5654.52
145075,7040.77
145076,7038.41
145077,0
145078,5104.5
145079,5772.6
145080,7022.4
145081,3555.3
145082,6926.5
145083,7016.4
145084,2486.66
145085,7011.47
145086,6999.25
145087,5788.8
145088,7010
145089,3633.23
145090,6995.73
145091,0
145092,6844.37
145093,6875.33
145094,6980.5
145095,5424.3
145096,6976.15
145097,7042.6
145098,6398.7
145099,6974.06
145100,6408.03
145101,4342.2
145102,2497.98
145103,0
145104,6959.33
145105,6952.5
145106,6953.1
145107,6886.07
145108,5039.4
145109,6950
145110,0
145111,5390.06
145112,6938.4
145113,6935.53
145114,6787.55
145115,0
145116,6476.66
145117,6882.91
145118,5573.17
145119,6915.17
145120,6914.99
145121,3153.51
145122,6354.59
145123,6897.25
145124,6811
145125,6877.19
145126,6863.36
145127,4182.1
145128,6884.59
145129,6360.82
145130,6880.43
145131,6876.83
145132,0
145133,6875.7
145134,6401.18
145135,4587
145136,6727.56
145137,6649.62
145138,6864.07
145139,6582.84
145140,4972.95
145141,5007
145142,0
145143,6837.73
145144,4920.58
145145,6755.89
145146,5391.28
145147,0
145148,6815.74
145149,6814.58
145150,5734.51
145151,5422.31
145152,6806.66
145153,6873.92
145154,6622
145155,6599.9
145156,6599.9
145157,5573.88
145158,4408.36
145159,6799.13
145160,6579
145161,6796.76
145162,6663.62
145163,0
145164,4328
145165,6844.08
145166,6770.35
145167,5229.53
145168,6560.83
145169,6737.16
145170,6155.8
145171,6723.25
145172,4238.78
145173,4238.78
145174,4238.78
145175,6752.54
145176,6751.6
145177,6750.55
145178,6580.51
145179,6546.4
145180,0
145181,6634.52
145182,6743
145183,5094.68
145184,6727.5
145185,6645.92
145186,5238.58
145187,6716.72
145188,6481.03
145189,6667.82
145190,5492.4
145191,6698.08
145192,4584.58
145193,6410.01
145194,6705.7
145195,6702.2
145196,6637.38
145197,6552.06
145198,6664.58
145199,4446.45
145200,6644.59
145201,4643.18
145202,6683.52
145203,6604.78
145204,6672.47
145205,6428.59
145206,1435.47
145207,6670.75
145208,6670.3
145209,6190.46
145210,6668.41
145211,6650.26
145212,6655.6
145213,4405.63
145214,5771.85
145215,4920.05
145216,6485.5
145217,6629
145218,6626.35
145219,6560.13
145220,6492.55
145221,5823.6
145222,6554.06
145223,4158
145224,1193.49
145225,6610.83
145226,4540.74
145227,4857.64
145228,6542.46
145229,5332.95
145230,6601.89
145231,6601.06
145232,6278.23
145233,4574
145234,6586.71
145235,1252.57
145236,6412.84
145237,6575.38
145238,4328
145239,6385.9
145240,6572.88
145241,6633.58
145242,6563.08
145243,5361.51
145244,6559.07
145245,4452.05
145246,6456.49
145247,6545.82
145248,4068.73
145249,0
145250,6530.56
145251,6523.6
145252,6510
145253,6397.21
145254,6121.87
145255,4553.59
145256,6472.67
145257,6161.59
145258,6453.29
145259,5799.7
145260,4084.8
145261,0
145262,6364.9
145263,6390.44
145264,6459.15
145265,4558.4
145266,6447.87
145267,4370.5
145268,4887.82
145269,4964
145270,4545.38
145271,5072.61
145272,6120.45
145273,6259.5
145274,6453.58
145275,6273.88
145276,6436.72
145277,6136.78
145278,6035.5
145279,5834.1
145280,6431.36
145281,5354.25
145282,6431.7
145283,6161.18
145284,6426.27
145285,6421.89
145286,6417.11
145287,4281.21
145288,6406.41
145289,5229.05
145290,6410.11
145291,4734
145292,0
145293,6403.85
145294,6403.06
145295,1834.2
145296,5137.72
145297,5098.65
145298,6391.45
145299,6367.33
145300,4615.55
145301,6001.4
145302,4356
145303,6377.02
145304,6372.95
145305,6372.2
145306,6428.4
145307,5134.5
145308,3898.13
145309,6277.53
145310,5275.2
145311,6194
145312,3830.75
145313,6324.93
145314,6097.85
145315,6380
145316,6012
145317,6307.78
145318,4843.04
145319,6159.55
145320,3682.71
145321,5015.38
145322,6276.49
145323,6206.15
145324,5027.8
145325,6261.21
145326,6258.13
145327,6251.06
145328,6250.52
145329,6052.1
145330,6236.1
145331,6289.72
145332,6214.52
145333,5248.5
145334,3525.23
145335,6089.92
145336,4470.2
145337,6198.02
145338,6163.2
145339,6194.53
145340,6165.13
145341,0
145342,6170.5
145343,3665.06
145344,6180.2
145345,5054
145346,5099.5
145347,5409.32
145348,4803.83
145349,4994
145350,6157.9
145351,6132.53
145352,5923.7
145353,6142.51
145354,6088.47
145355,4936.03
145356,5947.35
145357,6039.29
145358,4945.93
145359,6131.96
145360,6183.25
145361,6127.6
145362,6119.84
145363,5912.84
145364,6120
145365,0
145366,0
145367,6116.45
145368,6113.31
145369,6037.82
145370,6110.82
145371,6068.99
145372,6065.1
145373,6107.47
145374,6103.61
145375,3732.54
145376,4157.58
145377,6091.15
145378,5942.5
145379,6092.45
145380,6054.18
145381,4859.84
145382,5981.97
145383,6075.23
145384,4068.55
145385,6133.87
145386,4027
145387,6052.19
145388,6067.54
145389,5909.7
145390,4983
145391,1216.8
145392,5892.72
145393,4845.86
145394,5006.64
145395,6019.62
145396,6037.37
145397,4407.99
145398,3864
145399,6028.79
145400,3291.46
145401,5863.6
145402,6017.29
145403,6013.99
145404,5880.13
145405,6011.1
145406,6009.8
145407,6004
145408,6061.52
145409,5850.98
145410,5946.16
145411,5976.03
145412,5944.52
145413,5973.34
145414,5949.25
145415,5958.54
145416,4329.48
145417,4216.57
145418,5888.19
145419,5827.21
145420,0
145421,5954.7
145422,4868.44
145423,5800.38
145424,5941.91
145425,5942.5
145426,5530.33
145427,5940.98
145428,5879.21
145429,5937.9
145430,5910.45
145431,5922.42
145432,5979.18
145433,5912.68
145434,5911.49
145435,5906.7
145436,5905.25
145437,4198.84
145438,5880
145439,5883.65
145440,5900.1
145441,5622.81
145442,0
145443,5885.83
145444,5859
145445,3950.1
145446,5453.98
145447,5874.9
145448,5872.74
145449,5838.01
145450,0
145451,5851.56
145452,4946.18
145453,4369.45
145454,5847
145455,5847
145456,4060.43
145457,5685.9
145458,0
145459,5821.58
145460,5444.86
145461,3082.4
145462,5823.15
145463,3881.56
145464,5813.86
145465,5818.15
145466,5778.89
145467,3790
145468,0
145469,5806.37
145470,3386.54
145471,5782.36
145472,5797.31
145473,5605.2
145474,5794.05
145475,5786.75
145476,5616.45
145477,5789.4
145478,4642.34
145479,5472.62
145480,5782.66
145481,5786.11
145482,3974.34
145483,5443.6
145484,3302.56
145485,5747.41
145486,5576.86
145487,4658.94
145488,5735.82
145489,5673.85
145490,5738.35
145491,5451.17
145492,5677.63
145493,5716.39
145494,5575.47
145495,4446.55
145496,5716.4
145497,5291
145498,5707.56
145499,5759.23
145500,5701.24
145501,5623.61
145502,5686.8
145503,4787.1
145504,5681.7
145505,5298.07
145506,5677.69
145507,5675.12
145508,5443.63
145509,0
145510,5695.8
145511,0
145512,2716.2
145513,4219.38
145514,5703.4
145515,4665.21
145516,1630.4
145517,5567.17
145518,3877.67
145519,5551.95
145520,5616.76
145521,5439.34
145522,0
145523,5597.7
145524,3610.49
145525,5601.21
145526,5596.5
145527,3421.96
145528,0
145529,3203.8
145530,5577.38
145531,5582.03
145532,3314.66
145533,5211.26
145534,3421.96
145535,4477.71
145536,4436.04
145537,5449.1
145538,3180.78
145539,5541.84
145540,5538.87
145541,0
145542,4601.76
145543,3898.35
145544,5583.2
145545,5089.06
145546,5578.28
145547,0
145548,0
145549,5518.95
145550,5494.5
145551,5320
145552,595.57
145553,4514
145554,5489.91
145555,5470.16
145556,5486
145557,5274.5
145558,5482.44
145559,4530.14
145560,3090
145561,2942.31
145562,5384.57
145563,2780.1
145564,5340.79
145565,5264.01
145566,5467.81
145567,5465.35
145568,3404
145569,5452.89
145570,5398.99
145571,5434.55
145572,3808.5
145573,5443.6
145574,4226.92
145575,5443.04
145576,4335.28
145577,5181
145578,5400.05
145579,5285.45
145580,5434
145581,5431.02
145582,5430.25
145583,5423.48
145584,5423.13
145585,5421.38
145586,5420.5
145587,5201.89
145588,1489
145589,0
145590,5411
145591,5173.3
145592,3853.79
145593,5382.4
145594,4571.86
145595,4386.12
145596,5359.75
145597,5115.18
145598,5394.81
145599,5011.52
145600,5393.5
145601,5312.4
145602,5390.82
145603,5389.91
145604,4338.6
145605,4460.17
145606,5340.07
145607,4279.96
145608,5232.18
145609,5273.18
145610,5332.53
145611,0
145612,5327.13
145613,5220.34
145614,4298.03
145615,5329.73
145616,5337.65
145617,5336.55
145618,5340.75
145619,0
145620,5189.5
145621,5094.09
145622,5176.13
145623,0
145624,5296.01
145625,4299.72
145626,5328.83
145627,5315.85
145628,3468.6
145629,5315.61
145630,4230.66
145631,5310.53
145632,3948.01
145633,3429.76
145634,5163.31
145635,3705
145636,5185.74
145637,5282.21
145638,5269.77
145639,0
145640,5084.54
145641,3955.2
145642,5245.16
145643,5145.43
145644,5158.27
145645,5131.26
145646,5264
145647,5098.7
145648,5247.25
145649,0
145650,5227.7
145651,5257.5
145652,3164.39
145653,5087.68
145654,5243.83
145655,5250.22
145656,4234.96
145657,5217.35
145658,3889.58
145659,5278.46
145660,4227.1
145661,5165.78
145662,5235.86
145663,5072.38
145664,5076.19
145665,5110.28
145666,5066.46
145667,4158
145668,4158
145669,5193.48
145670,1942.35
145671,5218.2
145672,4016.69
145673,4344.85
145674,5210
145675,5151.66
145676,4771.38
145677,0
145678,5143.91
145679,3626.7
145680,0
145681,5182.29
145682,4143.2
145683,4997.26
145684,5180
145685,4233.87
145686,5041.2
145687,5041.2
145688,5220
145689,5168.02
145690,4307.91
145691,0
145692,5020.9
145693,5158.08
145694,5157
145695,5156.14
145696,5147.8
145697,4625.14
145698,5142
145699,5134.91
145700,5130.81
145701,1971.99
145702,5129.01
145703,5125.14
145704,4413.34
145705,4888.89
145706,3412.81
145707,5109.07
145708,5106
145709,4128.97
145710,1019
145711,5097.74
145712,5000
145713,5047.36
145714,0
145715,5087.32
145716,4989
145717,5085.2
145718,5084.58
145719,5084.58
145720,0
145721,5033.9
145722,5120
145723,3840.2
145724,5122.2
145725,5040.57
145726,5071.14
145727,3985.2
145728,4938.88
145729,4232.04
145730,0
145731,3839.79
145732,5023.59
145733,4888.89
145734,4887.9
145735,4887.9
145736,4887.9
145737,4887.9
145738,4810.42
145739,4904.91
145740,5018.1
145741,4043.57
145742,5008.36
145743,2876.63
145744,0
145745,4915.01
145746,5010.2
145747,4909.36
145748,5002.25
145749,5001.68
145750,0
145751,5000.01
145752,4978.91
145753,4853.17
145754,4556.6
145755,3323.88
145756,4990.4
145757,4835.63
145758,4963.34
145759,0
145760,4976.84
145761,4980.6
145762,4980
145763,4904.16
145764,3511.83
145765,4963.18
145766,4749.28
145767,4973.26
145768,0
145769,4962.84
145770,4961.15
145771,4092.51
145772,4954.04
145773,4954
145774,4951.45
145775,4951.46
145776,0
145777,3815.88
145778,4947.38
145779,3790.5
145780,4034.44
145781,4904.15
145782,4942
145783,4115.6
145784,0
145785,3892.35
145786,0
145787,2873.77
145788,4571.17
145789,4666
145790,4890.36
145791,3869.99
145792,4758.68
145793,4908.63
145794,4800.25
145795,4578.2
145796,0
145797,4907
145798,4796.13
145799,3037.28
145800,0
145801,4851.22
145802,3008.01
145803,4891.85
145804,4879.05
145805,4221.4
145806,4877.53
145807,0
145808,4863.54
145809,4758.23
145810,4859.54
145811,4560
145812,4830.14
145813,4856.31
145814,4853.15
145815,4700.2
145816,0
145817,4679.61
145818,0
145819,0
145820,4127.2
145821,4816
145822,4795.97
145823,4830
145824,2817
145825,3188.16
145826,4502.8
145827,4703.15
145828,4817.3
145829,4707.5
145830,4240.8
145831,4812.91
145832,0
145833,4811.13
145834,0
145835,4810.95
145836,3811.41
145837,0
145838,3941.23
145839,3081.54
145840,4067.25
145841,3217.5
145842,0
145843,0
145844,3197.03
145845,3686.7
145846,4788.27
145847,4070.16
145848,4400.22
145849,0
145850,0
145851,4783.22
145852,0
145853,0
145854,0
145855,3922.19
145856,0
145857,4688.09
145858,0
145859,4765.74
145860,0
145861,3903.86
145862,0
145863,0
145864,4587.69
145865,4751.57
145866,4750.69
145867,0
145868,4582.39
145869,0
145870,3126.69
145871,4740.52
145872,4739.51
145873,4730.28
145874,4058.1
145875,0
145876,0
145877,0
145878,4726.28
145879,4723.37
145880,0
145881,4193.73
145882,2873.34
145883,0
145884,4707.11
145885,4704.15
145886,4699.93
145887,3884.1
145888,4686.9
145889,0
145890,4700
145891,0
145892,0
145893,4692.37
145894,3763.12
145895,0
145896,4432.34
145897,0
145898,3714.95
145899,4681.63
145900,3755.6
145901,4679.28
145902,4678.7
145903,0
145904,3635.44
145905,4674.88
145906,0
145907,0
145908,0
145909,4661.74
145910,4612.32
145911,0
145912,3152
145913,4654
145914,3030.06
145915,4560.44
145916,4134.06
145917,4648.94
145918,4643.21
145919,3214.4
145920,4635.36
145921,0
145922,3136.43
145923,4240.4
145924,0
145925,3737.25
145926,0
145927,3086.05
145928,0
145929,0
145930,3746.55
145931,4595.7
145932,4581.71
145933,4613.43
145934,0
145935,0
145936,0
145937,0
145938,0
145939,0
145940,0
145941,0
145942,0
145943,0
145944,0
145945,4611.3
145946,4524.21
145947,4602
145948,0
145949,0
145950,0
145951,0
145952,0
145953,0
145954,0
145955,0
145956,0
145957,0
145958,0
145959,0
145960,0
145961,3691.74
145962,4591.01
145963,4569.63
145964,0
145965,4492.76
145966,4519.99
145967,4507.16
145968,4578.57
145969,2746.73
145970,4569.65
145971,4569.32
145972,0
145973,4468.88
145974,4560
145975,4548.41
145976,0
145977,4539.75
145978,3714
145979,4333.88
145980,4391.73
145981,4532.2
145982,4298.92
145983,3761.01
145984,4464.65
145985,4501
145986,4520.75
145987,3637.8
145988,4468.55
145989,3607.8
145990,4507.07
145991,4342.55
145992,4391.66
145993,4498.12
145994,3170.74
145995,4468.22
145996,4428.99
145997,3574
145998,4377.18
145999,4469.19
146000,3150.52
146001,4473.3
146002,4471.9
146003,4139.63
146004,3354.9
146005,3090.68
146006,4455.05
146007,4429.97
146008,4273.73
146009,4149.3
146010,4447.2
146011,0
146012,0
146013,0
146014,0
146015,2270.77
146016,3580.61
146017,4429.06
146018,4424
146019,4422.78
146020,4285.18
146021,3548.96
146022,2690.87
146023,4410.32
146024,4331.71
146025,4405.9
146026,4408
146027,4408
146028,4408
146029,4408
146030,4154.41
146031,4405.9
146032,3857.87
146033,4401.36
146034,4372.04
146035,628.49
146036,3415.3
146037,0
146038,0
146039,3105.9
146040,4434.5
146041,1377.75
146042,4354.98
146043,3583
146044,3612.52
146045,4310.59
146046,4297.8
146047,4368
146048,4166.01
146049,3609.08
146050,4340.01
146051,4296
146052,4081.25
146053,4333.42
146054,4341.03
146055,3537.8
146056,4332
146057,4294.45
146058,4015.35
146059,3569.41
146060,3532.26
146061,4319.91
146062,4318.46
146063,4314.8
146064,2619.46
146065,3034.85
146066,4311.58
146067,4289.25
146068,0
146069,4304.69
146070,2925.06
146071,2943.13
146072,4297.8
146073,4297.8
146074,4297.8
146075,4271.08
146076,4294.41
146077,4289.27
146078,4208.43
146079,4279.89
146080,4183
146081,4276.1
146082,4275.4
146083,3504.54
146084,4270.25
146085,4270
146086,3517.79
146087,4265.41
146088,4197.08
146089,4263.36
146090,4259.15
146091,4256.48
146092,3463.5
146093,3479
146094,4246.35
146095,3286.5
146096,4242.7
146097,2996.85
146098,2504
146099,2702.77
146100,4131.45
146101,4275.7
146102,3368.85
146103,4038.8
146104,3820.27
146105,2789.11
146106,4015.2
146107,4152.64
146108,4215.15
146109,4215.15
146110,4214.4
146111,3042
146112,3942.5
146113,4203.6
146114,4201.81
146115,4191.73
146116,4187.38
146117,4192.49
146118,4161.75
146119,4188.48
146120,4146.28
146121,4187.6
146122,3399.35
146123,4067.23
146124,4175.3
146125,4219.3
146126,4170.01
146127,4049.85
146128,4049.85
146129,4073.17
146130,4167.12
146131,0
146132,4168.8
146133,4168
146134,4151.54
146135,4157.4
146136,0
146137,1751.4
146138,2984
146139,3823.49
146140,2943.54
146141,4039.32
146142,2602.99
146143,4140
146144,1222.8
146145,4132.5
146146,3176.28
146147,3317.36
146148,4118.73
146149,2971.07
146150,4113.52
146151,4115.96
146152,2988.49
146153,3296.47
146154,4104.95
146155,1484
146156,0
146157,3974.55
146158,3935.71
146159,4140
146160,4074.8
146161,4094.08
146162,0
146163,4088.22
146164,3930.74
146165,4086.09
146166,4079.39
146167,3116.98
146168,3337
146169,0
146170,4044.86
146171,3995.28
146172,4064.25
146173,3232.6
146174,4081.16
146175,3939.65
146176,3939.65
146177,0
146178,3612.8
146179,3915.39
146180,4045
146181,4042.5
146182,0
146183,4039.98
146184,4025.88
146185,4033.08
146186,2384
146187,3659
146188,2203.37
146189,3898.33
146190,2852.59
146191,4006.02
146192,3956.06
146193,4002.27
146194,2870.79
146195,3911.31
146196,3820.66
146197,3300.31
146198,2920.5
146199,3960.66
146200,3973.8
146201,3820.08
146202,3628.38
146203,3984.42
146204,3952.32
146205,3179.45
146206,3936.63
146207,3942.2
146208,3976.65
146209,3857
146210,3604.2
146211,3822.71
146212,3912.33
146213,3577.2
146214,3967.2
146215,3967.2
146216,3918.23
146217,3934.69
146218,2036.15
146219,3941.58
146220,326.06
146221,3943.71
146222,3756.65
146223,3939.65
146224,3115.73
146225,3813.45
146226,3909.24
146227,3925.6
146228,3094.5
146229,3684.85
146230,3168
146231,3168
146232,3900.31
146233,3914.6
146234,3076.35
146235,3132.12
146236,0
146237,3207
146238,3898
146239,3896.36
146240,2044.52
146241,3889.89
146242,3877.66
146243,3537.88
146244,3105.9
146245,3644.1
146246,0
146247,2629.36
146248,3877.44
146249,3660.45
146250,2627.1
146251,3871.51
146252,3750.31
146253,3868.61
146254,2430.44
146255,3725.7
146256,3856.55
146257,3850.29
146258,3848.61
146259,0
146260,1813.35
146261,3787.62
146262,3772.97
146263,3835.55
146264,2357.28
146265,3812.7
146266,3818.57
146267,3816.43
146268,3815.68
146269,3775.11
146270,3814.01
146271,3737.41
146272,0
146273,3781.3
146274,2744.19
146275,3697.4
146276,3689.3
146277,3699.01
146278,3796.1
146279,2705.85
146280,0
146281,3680.55
146282,3793.95
146283,3590.4
146284,3790.97
146285,3788.1
146286,3777.26
146287,3755.5
146288,3087
146289,3741.2
146290,3732.15
146291,3609.13
146292,1883.55
146293,0
146294,2848.05
146295,3800
146296,3759.24
146297,3019.61
146298,3711.65
146299,3609.97
146300,3748.26
146301,3638.78
146302,3750.37
146303,3719.6
146304,3719.6
146305,3743.09
146306,3708.1
146307,3742.1
146308,3699.93
146309,3101.27
146310,3704.24
146311,1901.76
146312,3719.55
146313,3611.25
146314,3710.18
146315,3707.35
146316,3707.2
146317,3704.63
146318,3704.62
146319,3701.13
146320,3696.82
146321,3691.29
146322,3694.95
146323,2627.1
146324,3687.6
146325,3687.6
146326,3687.6
146327,3687.6
146328,2952.95
146329,2811.5
146330,2602
146331,2362
146332,1041.22
146333,2962.75
146334,3679
146335,3176.17
146336,3675.84
146337,2981.93
146338,3664.17
146339,3650.23
146340,3650.2
146341,3646.91
146342,3522.08
146343,3626.18
146344,0
146345,3623.29
146346,3473
146347,3624.75
146348,3623.58
146349,3542.65
146350,3596.59
146351,2638.29
146352,3618.45
146353,3612.01
146354,3557.53
146355,3492.77
146356,3476.75
146357,3386.19
146358,2206.84
146359,2946
146360,2637.5
146361,2940
146362,3526.4
146363,2504.18
146364,3460.5
146365,2928.58
146366,3541.46
146367,3549.57
146368,3580.11
146369,0
146370,2915.55
146371,3573.71
146372,0
146373,3571.05
146374,0
146375,3548.58
146376,2490
146377,3538.83
146378,2347.5
146379,2916.9
146380,3563.21
146381,2915
146382,3552.26
146383,3560.31
146384,3555.9
146385,3557
146386,3556
146387,3556
146388,3492.59
146389,3444.72
146390,3543.2
146391,3542.18
146392,3538.83
146393,3537.69
146394,3536.51
146395,3496
146396,3526.88
146397,3526.41
146398,3526.4
146399,3441.61
146400,3512
146401,3517.5
146402,3517.35
146403,3447
146404,3457.63
146405,3502.03
146406,2279.04
146407,3463.15
146408,3504.7
146409,3501.24
146410,3470.92
146411,3499.13
146412,3501.24
146413,3500
146414,0
146415,3498.85
146416,3498.85
146417,3389.38
146418,3495.41
146419,3495.41
146420,3485.13
146421,2191
146422,3411.18
146423,3435.2
146424,3429.95
146425,3442.17
146426,3469.96
146427,3383.88
146428,3472.25
146429,3471.86
146430,2992.98
146431,3471.36
146432,3338.2
146433,2123.17
146434,3387.15
146435,3409.95
146436,3464.41
146437,2552.56
146438,3430.71
146439,3223.6
146440,3458.28
146441,3456.35
146442,3391.63
146443,2669.5
146444,0
146445,2459.98
146446,3447.86
146447,3433.06
146448,3443.75
146449,3443.55
146450,3341.53
146451,2813
146452,3436.86
146453,3427.14
146454,3417.38
146455,3416.2
146456,2806.13
146457,2495.7
146458,0
146459,3278.13
146460,3324.55
146461,3401.76
146462,3333.76
146463,3400
146464,3432.11
146465,3397.25
146466,3430.91
146467,1860.27
146468,3388.65
146469,3388.65
146470,3223.35
146471,2664.45
146472,3277.07
146473,3376.65
146474,3364.31
146475,3372.67
146476,3366.99
146477,2191
146478,0
146479,3361.62
146480,3361.1
146481,3356.25
146482,3311.16
146483,3347.33
146484,3347.32
146485,3345.51
146486,3223.35
146487,3211.86
146488,3340.94
146489,3340.14
146490,3337.75
146491,3336.4
146492,3336.4
146493,3205.64
146494,3329.31
146495,3297.85
146496,3331.66
146497,3292.7
146498,0
146499,3326.81
146500,3058.05
146501,3319.78
146502,2403.85
146503,3259.59
146504,2365.2
146505,2288.61
146506,2191
146507,397.09
146508,2114.52
146509,3303.52
146510,3114.14
146511,3302.55
146512,3292.63
146513,3300.42
146514,3299.11
146515,3235.19
146516,3281.07
146517,3013.2
146518,3271.23
146519,1648.75
146520,3216.01
146521,3275.7
146522,3287.01
146523,2479.94
146524,3281.07
146525,3281.07
146526,3278.45
146527,3278.25
146528,2337.72
146529,2281
146530,2215.84
146531,3265.25
146532,2264.36
146533,3259.59
146534,3227.37
146535,0
146536,3255.32
146537,3254.55
146538,3253.8
146539,3028.96
146540,3162.93
146541,3210.39
146542,3248.35
146543,3079.56
146544,2982.97
146545,3024.51
146546,3275.73
146547,3197.65
146548,3169.88
146549,3218.15
146550,3235.43
146551,2479.94
146552,3238.01
146553,2644.65
146554,3236.57
146555,2642.4
146556,2337.73
146557,2471.62
146558,2997.3
146559,3158.87
146560,3216.63
146561,3216.63
146562,2191
146563,3216.63
146564,3216.63
146565,3215.4
146566,2000.57
146567,3213.95
146568,3214.27
146569,3213.95
146570,2224.65
146571,3209
146572,3194.2
146573,2236.08
146574,3199.17
146575,3192.47
146576,3195.15
146577,3192.3
146578,3078.38
146579,2581.82
146580,2488.14
146581,2615.81
146582,3173.67
146583,3128.06
146584,3195.37
146585,3161.37
146586,2318.05
146587,3160.8
146588,3160
146589,3152.19
146590,3152.19
146591,3152.19
146592,3099.2
146593,3141.69
146594,2531.85
146595,2065.6
146596,3119.02
146597,2230.8
146598,3127.68
